No;Kode Dealer;Nama Dealer;Kode Main Dealer
3721;9235;MATAHARI MOTOR PUTRA;J10
3722;9230;KUSUMA MOTOR;M2Z
3723;2827;MITRA PERDANA;J10
3724;373;WACHID MOTOR;J10
3725;2775;MUNJUL MOTOR;J10
3726;2219;YUDIANA MOTOR;J10
3727;9234;KEMBAR MOTOR;J10
3728;6944;T2M;J10
3729;6382;PRIMA MOTOR;J10
3730;2749;UD HARFA;I3Z
3731;2255;UTAMA MOTOR, UD.;N01
3732;2284;BERKAT SERVIS;B3Z
3733;1641;PERSADA;I3Z
3734;883;KARYA MOTOR 2;J10
3735;882;SAHABAT MOTOR;K0Z
3736;842;CV. 54 MOTOR;K0Z
3737;737;SURYA MOTOR;J10
3738;213;SINAR JAYA MOTOR;K0Z
3739;7891;HWU MOTOR;Q01
3740;10331;CV.MAKMUR LESTARI;N02
3741;9018;SUMBER JAYA MOTOR;M3Z
3742;8123;HS JAYA MOTOR 2;J10
3743;7500;NOVA PERDANA MOTOR;J10
3744;2783;LEO MOTOR;K0Z
3745;2707;JAYA MAKMUR MOTOR 2;J10
3746;2547;CV SURYA UTAMA PERKASA;N01
3747;2054;SEMERU MOTOR;M2Z
3748;301;LANGGAN MOTOR;K0Z
3749;2732;NADIA MOTOR;J10
3750;2308;SUMBER REJEKI;M2Z
3751;2138;TOP MOTOR;J10
3752;7830;PT DWITARA ABADI JAYA;M2Z
3753;8790;ASIA MAJU PERKASA, CV;J10
3754;6858;CITRA WAHANA;K0Z
3755;2828;RAFI JAYA, CV;J10
3756;2039;KAMARU MOTOR;H2Z
3757;1908;RIFANA MULIA AGUNG 2;J10
3758;10126;GUNAWAN II;N01
3759;9596;MITRA MOTOR II;M2Z
3760;8024;KARYA MANDIRI MOTOR;N01
3761;7699;CEMARA AGUNG;J10
3762;7239;CV PRIMA LESTARI;J10
3763;740;INDAH MOTOR;J10
3764;9271;NANJUNG MOTOR;J10
3765;10493;FAJAR MOTOR;J10
3766;9731;GRAHA MOTOR;J10
3767;9563;MITRA GEMILANG MADANI;J10
3768;1478;AHASS MERDEKA JAYA MOTOR;M2Z
3769;1518;PANCA KARYA;M2Z
3770;1096;SENIOR MOTOR;N01
3771;885;CV. SUMBER MOTOR II;M2Z
3772;10044;BUNDA MOTOR;U10
3773;2306;JOKO MOTOR;M2Z
3774;1397;NUR ALIP 2;J10
3775;9925;GANK HIJAU MOTOR;U10
3776;10101;RADITA YUDHA;J10
3777;10457;CV MONICA MOTOR;C10
3778;10718;SINAR SUDIRMAN;U10
3779;7863;CAHAYA BINTANG MOTOR;U10
3780;123;YU MING;M2Z
3781;6871;AZYZYAH MOTOR;K0Z
3782;8175;KHARISMA MOTOR;K0Z
3783;2245;JAYA MOTOR;M3Z
3784;2605;SAMUDRA MOTOR;N01
3785;1327;YUNADI MOTOR;N01
3786;1924;EMMA JAYA III;M2Z
3787;8006;VETERAN MOTOR;T10
3788;7744;CAHAYA MOTOR, PD;J10
3789;9116;MEGA JAYA MOTOR;J20
3790;2232;PRIMA MOTOR;B3Z
3791;2797;MANDIRI MOTOR;K0Z
3792;4477;PT. MARANNU ABADI;W01
3793;1602;CV JELINDO UTAMA;U10
3794;2140;JAYA MEKAR;J10
3795;1329;YUNADI MOTOR;N01
3796;10920;TIGA PUTRA MOTOR;M2Z
3797;7507;MAESA MOTOR;U10
3798;1751;WAHYU MOTOR II;M2Z
3799;2692;GORONTALO AXSA MOTOR;U10
3800;10017;RAJA MULYA MOTOR;C10
3801;170;GOZALI;M2Z
3802;6940;DUTA MOTOR;U10
3803;7920;MUDA JAYA MOTOR 2;T10
3804;8466;SUMBER MAPAN SUKSES;I3Z
3805;2601;ARAU SERVIS;C10
3806;9237;DHARMA UTAMA MOTOR;C10
3807;9730;TS MOTOR;J10
3808;9659;ANDIKA MOTOR;B3Z
3809;8687;CAKRAM MOTOR;C10
3810;2315;SUTRA TRENDA MOTOR;N01
3811;8331;GRAND MOTOR;M2Z
3812;980;SEJATI SERVICE;B3Z
3813;8059;AKBAR MOTOR;G5Z
3814;8800;MUTIARA MOTOR;G5Z
3815;8912;LIMAU MANIS SERVIS;B10
3816;10120;SUNAN KALI JOGO MOTOR;H2Z
3817;7178;DAYA ANUGRAH MANDIRI;G5Z
3818;7752;RADAR PERDANA, CV;B3Z
3819;2665;MINAS SERVICE;B3Z
3820;1783;KRUI JAYA INDAH;H2Z
3821;9004;ANGWYN MOTOR;G02
3822;562;REMAJA SERVIS;B10
3823;8732;PANTAU MOTOR SERVIS;D2Z
3824;7314;CIPTA UTAMA MOTOR;G5Z
3825;8063;REZDA MOTOR;K0Z
3826;6387;PD PANDAWA;J10
3827;580;UA'N MOTOR;B3Z
3828;8736;ROSWATI SERVIS;B3Z
3829;10757;LUCKY MOTOR;G5Z
3830;8980;BARU MOTOR;U10
3831;2756;MITRA PETRO, CV;J10
3832;9253;BERKAH MOTOR;G5Z
3833;9829;HASYIR MOTOR;T10
3834;10837;FORTUNA MOTOR;T10
3835;1732;AGUNG ABADI, UD;M2Z
3836;10284;IRFANSYAH MOTOR;T10
3837;10714;TIGA PUTRA MOTOR;T10
3838;2143;UTAMA  MOTOR;B3Z
3839;10109;CV.BELITUNG MOTOR;G5Z
3840;6907;AUTO HONDA MOTOR;J10
3841;1291;LANGGENG JAYA;M2Z
3842;2510;FAMILY JAYA;M2Z
3843;602;TUNAS BARU;I3Z
3844;7862;CAHAYA PELITA MOTOR;U10
3845;9502;TANGERANG MOTOR;H2Z
3846;8974;WISNU KENCANA MOTOR;H2Z
3847;316;WAHANA SERVICE CENTRE;I3Z
3848;8016;AIR GEGAS;G5Z
3849;8368;TERUS JAYA MOTOR;J10
3850;1978;JAYA MOTOR;B3Z
3851;1091;CV. SUMBER;B10
3852;10903;ANNI INTI MOTOR;E20
3853;1453;PT BALISENA UTAMA MANDIRI;H2Z
3854;1897;CITRA BANGKA;G5Z
3855;8729;KEMPAS SERVIS;D2Z
3856;759;PERJUANGAN MOTOR;J10
3857;7787;ALAM SEJAHTERA ARTO, UD;B10
3858;8140;BINA BERSAMA MOTOR;W01
3859;8191;IYAN MOTOR;B10
3860;8341;PERKASA MOTOR;W01
3861;8990;SINAR JAYA MOTOR;W01
3862;9012;FAS MOTOR;V2Z
3863;7833;YD MOTOR;T10
3864;1893;BATARA MOTOR;W01
3865;831;TUNGGUL SAKTI MOTOR;K0Z
3866;10212;AMRUN MOTOR;W01
3867;7644;MARANNU WAWOTOBI;W01
3868;1780;PRIMA VERA;K0Z
3869;1821;WIBISONO  MOTOR;K0Z
3870;9058;TANETE INDAH;W01
3871;10078;PERMATA NAGA;K0Z
3872;8812;LANCAR JAYA;K0Z
3873;8629;YONG SERVIS;B10
3874;8930;BERKAT;J10
3875;143;ELSINORE SERVIS;B10
3876;7090;AGUNG MOTOR;K0Z
3877;2150;MOTOR HOSANA;K0Z
3878;2534;ANDRE SERVIS;B10
3879;2596;TUNGGAL JAYA;K0Z
3880;6487;AKHOR MOTOR;J10
3881;1074;SURYA MOTOR;V2Z
3882;7865;YOGI MOTOR;B10
3883;9099;SUMBER BARU MOTOR;B10
3884;10885;HARAPAN SEJAHTERA MOTOR;B10
3885;15248;MITRA ANGKASA JAYA UTAMA;W01
3886;7671;SUPER MOTOR;W01
3887;9059;UJANG MOTOR 2;J10
3888;10172;UD FAJAR TANI;W01
3889;7534;KUTAI PERDANA;M2Z
3890;1707;BAGASWORO;K0Z
3891;1125;EKO SERVIS;B10
3892;1384;TOKO SUBUR;V2Z
3893;9308;SUMBER JAYA SERVIS;B10
3894;8312;DINASTY MOTOR;T10
3895;9927;MALEMUNNA JASE MOTOR;V2Z
3896;2780;AS MOTOR;J10
3897;9111;RAMAH MOTOR;W01
3898;9504;SERASI JAYA SERVIS;B10
3899;9054;BUNGA MOTOR;J10
3900;2798;UD. AJIMA MOTOR II;K0Z
3901;2166;BATANG KUIS MOTOR;B10
3902;1087;PT. CAKRA ADI DHARMA III;B10
3903;9083;JD SERVIS;B10
3904;10238;SINAR JAYA MOTOR;B10
3905;2058;AHUAT SERVIS;B10
3906;7521;ECHO MOTOR SERVIS;B10
3907;7677;PRATAMA SERVIS;B10
3908;10703;BERKAT SERVIS;B10
3909;8362;JOGI MOTOR;B10
3910;6519;BERKAT MOTOR;B10
3911;6521;PT ANUGRAG KARYA ABIWARA;B10
3912;992;MEKAR JAYA UTAMA;B10
3913;10237;CV. PUTRA LANGKAT;B10
3914;144;AKANG SERVIS;B10
3915;12230;JAYA MOTOR, UD;M3Z
3916;7007;PANCA SINAR MULIA SERVIS;B10
3917;2704;SELAMAT JAYA MOTOR;B10
3918;9089;GREAT CYBER;B10
3919;2239;UBS SERVIS;B10
3920;2165;BRAHRANG MOTOR;B10
3921;2063;SUMBER URIB SERVIS;B10
3922;9152;MINA SERVIS;B10
3923;12806;PT INTI BHARU MOTOR;H2Z
3924;12635;CV DAVERA MOTORINDO;U10
3925;5466;SAKTI MOTOR I, UD;M2Z
3926;9923;DEDI SERVIS;B10
3927;7968;PT DAYA ANUGRAH MANDIRI;G01
3928;4878;ORION JAYA MAKMUR;I3Z
3929;10490;ADIRA MOTOR;G5Z
3930;11488;TOKO BINTANG JAYA MOTOR;W01
3931;12292;CV ASRA MOTOR;B3Z
3932;7601;PRATAMA KURNIA KASIH, PT;K0Z
3933;5388;SUMBER HASIL;M2Z
3934;7603;PUTRAGUNG BERKAT INDAH;K0Z
3935;12137;PT SANTIDUTA SAMUDRA MAS;D2Z
3936;10065;ASIA MOTOR;G02
3937;11297;PT CAHAYA SAKTI CHANDRA MOTOR II;M2Z
3938;10113;UD.GALAXY MOTOR;M2Z
3939;5364;SEMPURNA, CV.;M2Z
3940;8172;ADI PUTRA UTAMA III;M2Z
3941;8883;CALISTA ALBA, PT;M2Z
3942;3282;CV. BARIA;B10
3943;10106;TOKO ROBI MOTOR;T10
3944;9217;WIN,CV;M2Z
3945;11005;PT NUSANTARA SURYA SAKTI;W01
3946;11299;PT EKAJAYA KARUNIA ABADI;M2Z
3947;7588;PT NATUNA SUKSES PERKASA;B3Z
3948;12077;SO PURWOREJO;L01
3949;6272;PT HMC BATAM CENTRE;D3Z
3950;6568;UD. KARYA AGUNG DURENAN;M2Z
3951;5853;CV TANJUNG MITRA MEDIA;M2Z
3952;8038;PT BERLIAN SIKA;J10
3953;9136;RODA MAS II;M2Z
3954;10051;PT PERAWANG KENCANA MOTOR;D2Z
3955;6900;CV. PASAR KEMIS MOTOR;I3Z
3956;11325;PT NUSANTARA SAKTI;K0Z
3957;5308;SUMBER MOTOR III, CV;M2Z
3958;4087;INTERNATIONAL MOTOR;B3Z
3959;5832;TOKO KAULA ACC;R4Z
3960;6380;PT. LIMARDI MITRA SEJAHTERA;W01
3961;6379;PT. LIMARDI MITRA SEJAHTERA;W01
3962;9876;PT NOVA PERDANA MOTOR;J10
3963;9195;PT SAPHALA NARASRAYA;J10
3964;10047;PT MEUTIA NATASHA;B3Z
3965;7602;CENTRAL MOTOR SANDY SAKTI, PT;K0Z
3966;7049;PT KERAWANG MOTOR SEKAWAN;J10
3967;6977;CV. TRIO MOTOR MUARA TEWEH;T10
3968;3257;CV. ANTARA II;B10
3969;8010;ADI PUTRA UTAMA II,UD;M2Z
3970;9017;PT KHARISMA PERKASA DEWATA;N01
3971;5772;TRI MITRA BALI;N01
3972;314;NUSANTARA SAKTI;K0Z
3973;5545;SINAR SENTOSA PRIMATAMA BULIAN;E20
3974;4808;NUSANTARA SAKTI ;L01
3975;6535;ASTRA MOTOR PURWOKERTO;L01
3976;16531;PT ASTRA INTERNATIONAL TBK - HONDA;R5Z
3977;1500;WAHANAARTHA RITELINDO (CIPUTAT);I3Z
3978;10;PT ASTRA INTERNATIONAL TBK - HONDA;Q01
3979;517;GALAXY MOTOR;M2Z
3980;12703;ASTRA INTERNATIONAL;N02
3981;13711;LESTARI MOTORINDO;G01
3982;17980;PT. ANUGRAH SEJAHTERA MOTOR;M2Z
3983;2628;TRIO MOTOR MUARA TEWEH;T10
3984;13099;PRIMA ANAGA RAINA;K0Z
3985;9693;ASTRA MOTOR SLAWI;K0Z
3986;10644;SALES OFFICE GOWA;W01
3987;12353;SALES OFFICE AMBON ;W01
3988;10056;NUSANTARA SURYA SAKTI ;G02
3989;13054;PT WAHANAARTHA RITELINDO;G01
3990;9224;ASTRA INTERNATIONAL;N02
3991;8002;ASTRA MOTOR TANAH HITAM;Z11
3992;9696;ASTRA MOTOR MRANGGEN;K0Z
3993;3870;PT GRATIA PLENAMAS MOTOR;G01
3994;6365;NUSANTARA SURYA SAKTI;G01
3995;6531;ASTRA MOTOR PATI;K0Z
3996;11505;PT ASTRA INTERNATIONAL TBK - HONDA;L01
3997;12797;NUSANTARA SURYA SAKTI;E20
3998;1672;KARYA PERDANA;J10
3999;11771;TRI MANDIRI SEJATI - KETAPANG;Q01
4000;9673;AGUNG MOTOR;E20
4001;6703;CATUR PUTRA JAYA;J10
4002;11800;NAGAMAS MITRA ABADI;J10
4003;12644;BINTANG ALAM JAYA;J10
4004;10869;TUNAS DWIPA MATRA;J10
4005;4730;TEMBESI JAYA SENTOSA;E20
4006;5391;SINAR SENTOSA PRIMATAMA IV;E20
4007;3538;CITRA LENCANA SAKTI BANGKO;E20
4008;8549;BULAN MOTOR;E20
4009;13381;TUNAS DWIPA MATRA SABAK;E20
4010;1833;DINAMIK INTAN PIMASDA;D2Z
4011;689;NUSANTARA JAYA SEMPURNA;L01
4012;13627;SALES OFFICE SIMPANG PAIT;R4Z
4013;1791;MITRA KRIDA PERKASA;D3Z
4014;8291;MITRA PINASTHIKA MUSTIKA;N02
4015;7604;CAHAYA SAKTI CHANDRA MOTOR;K0Z
4016;1241;PT PATRIA ANUGRAH SENTOSA;G01
4017;7638;USAHA CIPTA MANDIRI;I3Z
4018;13851;CENDANA HARUM;K0Z
4019;12188;LIBRA MANDIRI PRATAMA;I3Z
4020;1994;PANDEAN BARU MOTOR;L01
4021;2516;NUSANTARA SURYA SAKTI (2);I3Z
4022;12702;WAHANAARTHA RITELINDO (CONDET);I3Z
4023;2651;CV KOMPO MOTOR;L01
4024;6999;CV PLAZA MOTOR;R5Z
4025;10254;PT TUNAS DWIPA MATRA;R4Z
4026;10282;PT DAYA ANUGRAH MANDIRI;R4Z
4027;10055;BINTANG MULIA JAYA;G01
4028;7;SALES OFFICE ALAUDDIN;W01
4029;5550;SALES OFFICE SENTRAL;W01
4030;598;FORTUNA MOTOR;J10
4031;13378;MITRA PINASTHIKA MUSTIKA TBK;J10
4032;12284;DAYA ANUGRAH MANDIRI;J10
4033;10107;NIAGA REDJA ABADI;J10
4034;3183;ANUGERAH SANTOSA - PONTIANAK;Q01
4035;16456;ASTRA MOTOR SAMARINDA 1;R5Z
4036;7499;ASTRA INTERNATIONAL-HSO CAB.CILEGON;J20
4037;12228;SELARAS MAJU SENTOSA;J20
4038;12354;SALES OFFICE BONE;W01
4039;6326;NUSANTARA SAKTI;K0Z
4040;9818;PT ASTRA INTERNATIONAL TBK - HONDA;W01
4041;1430;HARAPAN UTAMA;R4Z
4042;1847;PT CIPTA PESONA SEJAHTERA BALI;N01
4043;9823;SALES OFFICE UNAAHA ;W01
4044;1909;NUSANTARA SURYA SAKTI (1);I3Z
4045;18627;MITRA USAHA HARTA GEMILANG 3;I3Z
4046;5562;ASTRA MOTOR SRAGEN;K0Z
4047;10878;JAGAKARSA MOTOR;I3Z
4048;15140;ASTRA MOTOR PURWODADI;K0Z
4049;8;ASTRA MOTOR KUDUS;K0Z
4050;9819;SALES OFFICE BULUKUMBA;W01
4051;12075;MUNCUL JAYA MOTOR;K0Z
4052;6732;MENARA AGUNG;C10
4053;5555;SALES OFFICE KENDARI;W01
4054;13329;MITRA ANGKASA JAYA UTAMA;G01
4055;6324;HARAPAN UTAMA;R4Z
4056;3559;CDN - SO.LHOKSEUMAWE;B3Z
4057;15137;HONDA GEMILANG MOTOR;B3Z
4058;7392;NUSANTARA SAKTI -  MELAWI;Q01
4059;12671;VALEN MOTOR;B3Z
4060;10287;CDN - SO.BEUREUNUEN;B3Z
4061;339;CDN - SO .TPP;B3Z
4062;9045;PT DAYA ANUGRAH MANDIRI;Q01
4063;3112;ADI KARYA SAUDARA;B3Z
4064;7645;KARISMA JAYA;D2Z
4065;12666;CDN - SO.GAROGA;D2Z
4066;7919;BEKY SRI REJEKI JAYA;I3Z
4067;13097;TUNAS DWIPA MATRA ;W01
4068;13019;ASTRA MOTOR MAJENANG;L01
4069;8562;MANDALA JAYA ABADI;I3Z
4070;6074;WAHANAARTHA RITELINDO (JATINEGARA);I3Z
4071;12071;ASTRA MOTOR;G02
4072;2815;FORMULA DIPTAJATI;I3Z
4073;9330;TUNAS DWIPA MATRA;G5Z
4074;9222;ASTRA MOTOR - TABANAN;N01
4075;7780;SURYA MANDALA TEMPINO;E20
4076;7465;SURYA MANDALA TALANG BAKUNG;E20
4077;13382;PATRIA ANUGRAH SENTOSA SAROLANGUN;E20
4078;9825;NUSANTARA SURYA SAKTI;G01
4079;15014;ASTRA MOTOR GERUNG;N02
4080;6835;BINTANG MOTOR JAYA;J10
4081;1399;STAR MOTOR I;J10
4082;13286;DHARMA MAKMUR BERSAMA;J10
4083;1887;DEASSY SUKSES MANDIRI;J10
4084;4;ASTRA MOTOR - HOS COKROAMINOTO (NDS);N01
4085;957;MUSTIKA JAYA ABADIPRATAMA;K0Z
4086;3181;ANUGERAH KENCANA;G01
4087;15540;NUSANTARA SURYA SAKTI;U10
4088;16384;CENDANA MEGAH SENTOSA;V2Z
4089;15141;PT ASTRA INTERNATIONAL TBK - HONDA;L01
4090;13660;CV KOMPO MOTOR;L01
4091;12661;PT. INDOPROF MOTOR SEJATI;D2Z
4092;8045;TUAIAN LUMBUNG HARAPAN;I3Z
4093;7669;MITRA ANEKA MOTOR;W01
4094;9299;WAHANAARTHA RITELINDO (JATAKE);I3Z
4095;7350;SUMBER PURNAMA SAKTI ;L01
4096;6524;CDN - SO.DURI;D2Z
4097;9044;NAGAMAS SURYA SEJATI;Q01
4098;7821;SUKSES MOTOR GLOBALINDO;B10
4099;13156;MITRA PINASTHIKA MUSTIKA;D3Z
4100;2829;NAGAMAS MITRA ABADI;J10
4101;1072;DAYA ANUGRAH MANDIRI;J10
4102;8369;SANPRIMA SENTOSA;J10
4103;12704;CATUR ANUGERAH MANDIRI;J10
4104;1848;GUNA MOTOR;J10
4105;11324;NUSANTARA SAKTI;K0Z
4106;13011;ASTRA MOTOR;G02
4107;6366;CV CENDANA MULIA;L01
4108;15934;ASTRA MOTOR GIANYAR 2;N01
4109;12683;PT ASTRA INTERNATIONAL TBK - HONDA;L01
4110;12599;SALES OFFICE SUDIRMAN;R4Z
4111;9697;ASTRA MOTOR NGALIYAN;K0Z
4112;6890;CDN - SO.KANDIS;D2Z
4113;5553;ASTRA MOTOR - GIANYAR;N01
4114;12700;LION;U10
4115;12796;ANUGERAH PERDANA IMAM BONJOL;V2Z
4116;15873;TUNAS DWIPA MATRA;G5Z
4117;9820;SALES OFFICE KOLAKA;W01
4118;4011;ASTRA MOTOR KLATEN;K0Z
4119;3483;CDN - SO.AIR MOLEK;D2Z
4120;16835;ASTRA MOTOR BERAU;R4Z
4121;12754;SURYA ABADI MOTOR;I3Z
4122;12643;TRIDJAYA MULIA SUKSES;U10
4123;2731;MITRA JAYA;J10
4124;1;JAKARTA HONDA CENTRE;I01
4125;7664;ANUGERAH UTAMA;U10
4126;13942;ADUATRI BASTA MOTORINDO;I3Z
4127;501;SELAMAT LESTARI MANDIRI;J10
4128;8100;SUPRA JAYA MOTOR;J10
4129;6883;WAHANAARTHA RITELINDO (CIKOKOL);I3Z
4130;8268;DAYA MOTOR - SINTANG;Q01
4131;13265;BERJAYA HONDA MOTOR;B3Z
4132;10093;BANTEN BAKTI MOTOR CIPANAS;J20
4133;188;MITRA PANGLIMA SEJAHTERA I;J20
4134;9201;FAJAR MANDIRI;J20
4135;421;PRIMADELTA STARLESTARI I;J20
4136;866;PRIMADELTA STARLESTARI II;J20
4137;12914;ASTRA MOTOR BREBES;K0Z
4138;3553;CDN - SO.LANGSA;B3Z
4139;3172;HONDA KITA;B10
4140;7599;KURNIA PUTRA MANDIRI;B3Z
4141;11843;MITRA USAHA HARTA  GEMILANG 2;I3Z
4142;8267;DAYA ANUGRAH MANDIRI - PONTIANAK;Q01
4143;13198;ASTRA MOTOR SINTANG;Q01
4144;12086;PT NUSANTARA SURYA SAKTI;R4Z
4145;8591;PT ASTRA INTERNATIONAL TBK - HONDA;Z11
4146;12142;DAYA MOTOR;E20
4147;8565;TUNAS DWIPA MATRA;W01
4148;17338;RIAU ARGO PERKASA;E20
4149;5;SALES OFFICE PLAJU;G01
4150;3573;CITRA SENTOSA MOTOR SAROLANGUN;E20
4151;16452;ASTRA MOTOR TARAKAN;R4Z
4152;2607;SURYA MITRA SEJATI;T10
4153;1200;DELIMA MOTOR;T10
4154;9602;NUSANTARA SAKTI - PENGGARON;K0Z
4155;10104;DAYA ANUGERAH MANDIRI;L01
4156;12601;ASTRA MOTOR;G02
4157;9135;CV JAYA TERANG III;M2Z
4158;4013;ASTRA MOTOR PEKALONGAN;K0Z
4159;12076;ASTRA MOTOR KEBUMEN;L01
4160;12604;CENDANA MEKAR WANGI;K0Z
4161;15932;ASTRA MOTOR MAROS 2;W01
4162;16451;ASMO PUTUSSIBAU;Q01
4163;12205;ASTRA MOTOR;G02
4164;4929;PT PATRIA ANUGRAH SENTOSA;G02
4165;9830;ASTRA INTERNATIONAL TBK-HONDA;H2Z
4166;11207;TUNAS DWIPA MATRA;R5Z
4167;17555;PT. ASTRA INTERNATIONAL TBK SO SAMBAS;Q01
4168;1877;DAYA ANUGRAH MANDIRI;J10
4169;1935;LESTARI MOTOR;J10
4170;1225;WIJAYA ABADI MOTORINDO;J10
4171;3826;GELORA FAJAR PERKASA;J10
4172;9690;TUNAS DWIPA MATRA ;G02
4173;12173;DAYA ADICIPTA WISESA;U10
4174;11003;SALES OFFICE MT. HARYONO;R4Z
4175;930;MUNCUL JAYA SAKTI;K0Z
4176;13053;DAYA ANUGRAH MANDIRI;G01
4177;9686;EKA KARUNIA;M2Z
4178;8560;SARANA KARTIKA MOTOR;M3Z
4179;13762;KARTIKA SARI III;M3Z
4180;4373;KARTIKA SARI II;M3Z
4181;11205;NUSANTARA SURYA SAKTI;R5Z
4182;9824;KARYA AGUNG MEGAH JAYA IV;M2Z
4183;9223;ASTRA MOTOR - NEGARA;N01
4184;14029;TUNAS DWIPA MATRA;W01
4185;9331;TUNAS DWIPA MATRA ;G02
4186;1465;PUTRA RINJANI II;M2Z
4187;12600;SALES OFFICE KILO;R4Z
4188;6967;CV GARUDA JAYA MOTOR;M2Z
4189;15225;CV. AYAM JANTAN;W01
4190;12992;BINTANG MOTOR;G02
4191;2795;CENDANA WANGI;K0Z
4192;13063;ASTRA MOTOR;G02
4193;3185;ANYAR MAKMUR;M2Z
4194;2554;AGUNG MOTOR;J10
4195;1916;BERKAT ABADI MOTOR;J10
4196;10108;RODA MAS AUTO LESTARI;J10
4197;18668;WAHANAARTHA RITELINDO;J10
4198;18151;CV. ANUGERAH INTI UTAMA;M2Z
4199;12804;ASTRA MOTOR BENUA KAYONG;Q01
4200;12593;BINTANG ALAM JAYA;I3Z
4201;6855;KARISMA MOTOR;N01
4202;16645;TRIDJAYA GEMILANG SUKSES;U10
4203;754;LION ;U10
4204;13043;SUMBER PURNAMA SAKTI;G01
4205;5560;PT ASTRA INTERNATIONAL TBK - HONDA;L01
4206;6838;KUMALA MOTOR;T10
4207;4010;PT ASTRA INTERNATIONAL TBK - HONDA;N01
4208;1905;PT ENAM TIGA SEJAHTERA;N01
4209;845;TARUNA ADIPRIMA MOTOR;K0Z
4210;17446;PT WAHANAARTHA RITELINDO;U10
4211;1000;DIRECT SALES GUNUNG SAHARI QQ WAHANA MAKMUR SEJATI;I3Z
4212;947;WAHANAARTHA RITELINDO (CIRACAS);I3Z
4213;8166;BERKAH PRIMA SEJATI;J10
4214;8036;METAGUNA INNOVA;J10
4215;9884;CATUR PUTRA JAYA;J10
4216;503;ARTA CITRA HARMONI;J10
4217;6655;DUTA VICTORY RAYA;J10
4218;12293;AMARTA SAYAP MERAH;J10
4219;756;LIMA MOTOR;J10
4220;7590;SURYA KUANSING;D2Z
4221;480;BENTENG HONDA MOTOR;B10
4222;16836;ASTRA MOTOR WAHAU;R5Z
4223;16792;ASTRA INTERNATIONAL - ASTRA MOTOR BSD CITY;I01
4224;9817;SALES OFFICE MAROS;W01
4225;15143;ASTRA MOTOR SIDRAP;W01
4226;2600;PT CAPELLA DINAMIK NUSANTARA;D2Z
4227;9465;CDN - SO.ARENGKA;D2Z
4228;5086;PUTRA SURYA JAYA RAYA;B10
4229;808;PUTRA SURYA JAYA RAYA;B10
4230;12740;SALES OFFICE PALOPO;W01
4231;1196;ANUGERAH SEJAHTERA PERKASA ABADI;T10
4232;12642;ASTRA MOTOR - GUNUNG SANGHYANG;N01
4233;529;AGUS DARMAWAN LAKSANA;K0Z
4234;1190;54 MOTOR;K0Z
4235;12958;PT ASTRA INTERNATIONAL TBK - HONDA;R4Z
4236;812;TRI MITRA BALI;N01
4237;4407;SO CILACAP;L01
4238;12090;SENTURI ULTRA DINAMIS;D3Z
4239;8692;NIKI BARU MOTOR;N01
4240;4279;KHARISMA MOTOR;I3Z
4241;13147;TUNAS DWIPA MATRA;L01
4242;16453;ASTRA MOTOR TANJUNG SELOR;R4Z
4243;9672;PUTRA SURYA JAYA RAYA;B10
4244;12598;TUNAS DWIPA MATRA;E20
4245;16762;NUSANTARA SURYA SAKTI - NUNUKAN;R4Z
4246;12184;DAYA ANUGRAH MANDIRI ;U10
4247;9835;MAKASSAR INTI MOTOR;W01
4248;13215;MITRA PINASTHIKA MUSTIKA;B10
4249;15663;WAHANAARTHA RITELINDO;B10
4250;10950; INDAKO TRADING COY;B10
4251;2616;DUTA MOTOR;B10
4252;12070;BINTANG UTAMA MOTOR;B10
4253;18434;PT ASTRA INTERNATIONAL TBK - HONDA;W01
4254;9163;KENCANA MULIA ABADI;B10
4255;11;ASTRA MOTOR KETAPANG;Q01
4256;1950;CV SAHURI BERLIAN MOTOR;Q01
4257;12595;PT PANCA MOTOR JAYA;Q01
4258;9219;ASTRA MOTOR - SESETAN;N01
4259;13531;CDN - SO. ALUE BILIE;B3Z
4260;1186;KURNIA PRATAMA INDOPERKASA;K0Z
4261;1868;KRIDA DINAMIKAUTONUSA;N02
4262;9932;SALES OFFICE BATURAJA;G01
4263;3004;54 MOTOR;K0Z
4264;11726;DAYA ANUGRAH MANDIRI;N02
4265;1253;KUSUMASEJATI INTIPRIMA;J10
4266;300;KEMAKMURAN JAYA MANDIRI ;J20
4267;9885;MITRA PANIMBANG SEJAHTERA;J20
4268;1024;CV KOMPO MOTOR;L01
4269;10904;PRIMA NUSANTARA;B3Z
4270;1998;CENDANA MEGAH SENTOSA;K0Z
4271;9206;ASTRA MOTOR SORONG;Z11
4272;6533;PURBALINGGA;L01
4273;939;CDN - SO.BENGKONG;D3Z
4274;2700;CDN - SO.MUKA KUNING;D3Z
4275;4016;PT ASTRA INTERNATIONAL TBK - HONDA;L01
4276;13128;DAYA ANUGRAH MANDIRI;D3Z
4277;12180;ASTRA MOTOR TIMIKA;Z11
4278;1380;HAUR KUNING RAHMAT;T10
4279;10739;ARMADA TUNAS JAYA ABADI;T10
4280;5920;ASTRA MOTOR - TEUKU UMAR;N01
4281;1546;KAPUAS TRIO TIRTASARI;T10
4282;6329;SUMBER PURNAMA SAKTI;N02
4283;10189;TRIO MOTOR KURUN;T10
4284;2559;TRIO MOTOR PELAIHARI;T10
4285;547;SATRIO BIRU;T10
